"","sample_id","location_id","date","parameter","unit","result","qualifier"
"2177","TMH01_170214","TMH01",2017-02-14,"Turbidity","NTU",4,""
"2178","TMH01_170516","TMH01",2017-05-16,"Conductivity","uS/cm",882,""
"2179","TMH01_170516","TMH01",2017-05-16,"Dissolved oxygen (DO)","mg/l",9.27,""
"2180","TMH01_170516","TMH01",2017-05-16,"Escherichia coli","MPN/100mL",39,""
"2181","TMH01_170516","TMH01",2017-05-16,"pH","none",7.67,""
"2182","TMH01_170516","TMH01",2017-05-16,"Temperature, water","deg C",14.42,""
"2183","TMH01_170516","TMH01",2017-05-16,"Turbidity","NTU",0.4,""
"2184","TMH01_170815","TMH01",2017-08-15,"Conductivity","uS/cm",713,""
"2185","TMH01_170815","TMH01",2017-08-15,"Dissolved oxygen (DO)","mg/l",8.67,""
"2186","TMH01_170815","TMH01",2017-08-15,"Escherichia coli","MPN/100mL",2420,">"
"2187","TMH01_170815","TMH01",2017-08-15,"pH","none",7.76,""
"2188","TMH01_170815","TMH01",2017-08-15,"Temperature, water","deg C",21.02,""
"2189","TMH01_170815","TMH01",2017-08-15,"Turbidity","NTU",132.19,""
"2190","TMH01_171114","TMH01",2017-11-14,"Conductivity","uS/cm",904,""
"2191","TMH01_171114","TMH01",2017-11-14,"Dissolved oxygen (DO)","mg/l",11.63,""
"2192","TMH01_171114","TMH01",2017-11-14,"Escherichia coli","MPN/100mL",111,""
"2193","TMH01_171114","TMH01",2017-11-14,"pH","none",7.77,""
"2194","TMH01_171114","TMH01",2017-11-14,"Temperature, water","deg C",8.58,""
"2195","TMH01_171114_0.1","TMH01",2017-11-14,"Escherichia coli","MPN/100mL",111,""
"2196","TMH01_180206","TMH01",2018-02-06,"Escherichia coli","MPN/100mL",105,""
"2197","TMH01_180206_0.1","TMH01",2018-02-06,"Conductivity","uS/cm",1098,""
"2198","TMH01_180206_0.1","TMH01",2018-02-06,"Dissolved oxygen (DO)","mg/l",13.79,""
"2199","TMH01_180206_0.1","TMH01",2018-02-06,"pH","none",7.78,""
"2200","TMH01_180206_0.1","TMH01",2018-02-06,"Temperature, water","deg C",2.46,""
"2201","TMH01_180515","TMH01",2018-05-15,"Escherichia coli","MPN/100mL",2420,">"
"2202","TMH01_180515_0.1","TMH01",2018-05-15,"Conductivity","uS/cm",348,""
"2203","TMH01_180515_0.1","TMH01",2018-05-15,"Dissolved oxygen (DO)","mg/l",9.02,""
"2204","TMH01_180515_0.1","TMH01",2018-05-15,"pH","none",7.89,""
"2205","TMH01_180515_0.1","TMH01",2018-05-15,"Temperature, water","deg C",19.21,""
"2206","TMH01_180814","TMH01",2018-08-14,"Escherichia coli","MPN/100mL",365,""
"2207","TMH01_180814_0.1","TMH01",2018-08-14,"Conductivity","uS/cm",890,""
"2208","TMH01_180814_0.1","TMH01",2018-08-14,"Dissolved oxygen (DO)","mg/l",8.89,""
"2209","TMH01_180814_0.1","TMH01",2018-08-14,"pH","none",7.54,""
"2210","TMH01_180814_0.1","TMH01",2018-08-14,"Temperature, water","deg C",20.64,""
"2211","TMH01_181106","TMH01",2018-11-06,"Escherichia coli","MPN/100mL",2420,">"
"2212","TMH01_181106_0.1","TMH01",2018-11-06,"Conductivity","uS/cm",220,""
"2213","TMH01_181106_0.1","TMH01",2018-11-06,"Dissolved oxygen (DO)","mg/l",10.4,""
"2214","TMH01_181106_0.1","TMH01",2018-11-06,"pH","none",8.21,""
"2215","TMH01_181106_0.1","TMH01",2018-11-06,"Temperature, water","deg C",13.6,""
"2216","TMH01_190205","TMH01",2019-02-05,"Escherichia coli","MPN/100mL",35,""
"2217","TMH01_190402","TMH01",2019-04-02,"Escherichia coli","MPN/100mL",517,""
"2218","TMH01_190514","TMH01",2019-05-14,"Escherichia coli","MPN/100mL",326,""
"2219","TMH01_190604","TMH01",2019-06-04,"Escherichia coli","MPN/100mL",2420,""
"2220","TMH01_190709","TMH01",2019-07-09,"Escherichia coli","MPN/100mL",2420,""
"2221","TMH01_190806","TMH01",2019-08-06,"Escherichia coli","MPN/100mL",488,""
"2222","TMH01_190917","TMH01",2019-09-17,"Escherichia coli","MPN/100mL",727,""
"2223","TMH01_191021","TMH01",2019-10-21,"Escherichia coli","MPN/100mL",2420,""
"2224","TMH01_191105","TMH01",2019-11-05,"Escherichia coli","MPN/100mL",210,""
"2225","TMH01_191203","TMH01",2019-12-03,"Escherichia coli","MPN/100mL",96,""
"2226","TNA01_150810","TNA01",2015-08-10,"Escherichia coli","MPN/100mL",2420,">"
"2227","TNA01_150810_0.209242","TNA01",2015-08-10,"Conductivity","uS/cm",259.383636,""
"2228","TNA01_150810_0.209242","TNA01",2015-08-10,"Dissolved oxygen (DO)","mg/l",5.188471,""
"2229","TNA01_150810_0.209242","TNA01",2015-08-10,"pH","none",7.547099,""
"2230","TNA01_150810_0.209242","TNA01",2015-08-10,"Temperature, water","deg C",23.257162,""
"2231","TNA01_150810_0.209242","TNA01",2015-08-10,"Turbidity","NTU",16.846979,""
"2232","TNA01_151102","TNA01",2015-11-02,"Escherichia coli","MPN/100mL",437,""
"2233","TNA01_151102_0.208368","TNA01",2015-11-02,"Conductivity","uS/cm",773.15387,""
"2234","TNA01_151102_0.208368","TNA01",2015-11-02,"Dissolved oxygen (DO)","mg/l",6.822536,""
"2235","TNA01_151102_0.208368","TNA01",2015-11-02,"pH","none",7.752435,""
"2236","TNA01_151102_0.208368","TNA01",2015-11-02,"Temperature, water","deg C",15.073853,""
"2237","TNA01_151102_0.208368","TNA01",2015-11-02,"Turbidity","NTU",1.4,""
"2238","TNA01_160201","TNA01",2016-02-01,"Escherichia coli","MPN/100mL",1733,""
"2239","TNA01_160201_0.099825","TNA01",2016-02-01,"Conductivity","uS/cm",966.119019,""
"2240","TNA01_160201_0.099825","TNA01",2016-02-01,"Dissolved oxygen (DO)","mg/l",10.971301,""
"2241","TNA01_160201_0.099825","TNA01",2016-02-01,"pH","none",7.912174,""
"2242","TNA01_160201_0.099825","TNA01",2016-02-01,"Temperature, water","deg C",7.227413,""
"2243","TNA01_160201_0.099825","TNA01",2016-02-01,"Turbidity","NTU",39.619785,""
"2244","TNA01_160516","TNA01",2016-05-16,"Escherichia coli","MPN/100mL",70,""
"2245","TNA01_160516_0.196757","TNA01",2016-05-16,"Conductivity","uS/cm",767.730713,""
"2246","TNA01_160516_0.196757","TNA01",2016-05-16,"Dissolved oxygen (DO)","mg/l",11.445127,""
"2247","TNA01_160516_0.196757","TNA01",2016-05-16,"pH","none",8.07117,""
"2248","TNA01_160516_0.196757","TNA01",2016-05-16,"Temperature, water","deg C",18.122715,""
"2249","TNA01_160516_0.196757","TNA01",2016-05-16,"Turbidity","NTU",3.973092,""
"2250","TNA01_160815","TNA01",2016-08-15,"Escherichia coli","MPN/100mL",4840,">"
"2251","TNA01_160815_0.214624","TNA01",2016-08-15,"Conductivity","uS/cm",584.911926,""
"2252","TNA01_160815_0.214624","TNA01",2016-08-15,"Dissolved oxygen (DO)","mg/l",6.542821,""
"2253","TNA01_160815_0.214624","TNA01",2016-08-15,"pH","none",7.368704,""
"2254","TNA01_160815_0.214624","TNA01",2016-08-15,"Temperature, water","deg C",31.490593,""
"2255","TNA01_160815_0.214624","TNA01",2016-08-15,"Turbidity","NTU",11.532895,""
"2256","TNA01_161107","TNA01",2016-11-07,"Escherichia coli","MPN/100mL",368,""
"2257","TNA01_161107_0.1","TNA01",2016-11-07,"Conductivity","uS/cm",679,""
"2258","TNA01_161107_0.1","TNA01",2016-11-07,"Dissolved oxygen (DO)","mg/l",18.1,""
"2259","TNA01_161107_0.1","TNA01",2016-11-07,"pH","none",9.47,""
"2260","TNA01_161107_0.1","TNA01",2016-11-07,"Temperature, water","deg C",13.92,""
"2261","TNA01_161107_0.1","TNA01",2016-11-07,"Turbidity","NTU",1,""
"2262","TNA01_170213","TNA01",2017-02-13,"Conductivity","uS/cm",1308,""
"2263","TNA01_170213","TNA01",2017-02-13,"Dissolved oxygen (DO)","mg/l",14.3,""
"2264","TNA01_170213","TNA01",2017-02-13,"Escherichia coli","MPN/100mL",335,""
"2265","TNA01_170213","TNA01",2017-02-13,"pH","none",7.97,""
"2266","TNA01_170213","TNA01",2017-02-13,"Temperature, water","deg C",7.6,""
"2267","TNA01_170213","TNA01",2017-02-13,"Turbidity","NTU",4.2,""
"2268","TNA01_170515","TNA01",2017-05-15,"Conductivity","uS/cm",741,""
"2269","TNA01_170515","TNA01",2017-05-15,"Dissolved oxygen (DO)","mg/l",11.8,""
"2270","TNA01_170515","TNA01",2017-05-15,"Escherichia coli","MPN/100mL",76,""
"2271","TNA01_170515","TNA01",2017-05-15,"pH","none",8.4,""
"2272","TNA01_170515","TNA01",2017-05-15,"Temperature, water","deg C",19.2,""
"2273","TNA01_170515","TNA01",2017-05-15,"Turbidity","NTU",5.3,""
"2274","TNA01_170814","TNA01",2017-08-14,"Conductivity","uS/cm",774,""
"2275","TNA01_170814","TNA01",2017-08-14,"Dissolved oxygen (DO)","mg/l",11.6,""
"2276","TNA01_170814","TNA01",2017-08-14,"Escherichia coli","MPN/100mL",649,""
"2277","TNA01_170814","TNA01",2017-08-14,"pH","none",8.36,""
"2278","TNA01_170814","TNA01",2017-08-14,"Temperature, water","deg C",23.7,""
"2279","TNA01_170814","TNA01",2017-08-14,"Turbidity","NTU",1.3,""
"2280","TNA01_171113","TNA01",2017-11-13,"Conductivity","uS/cm",275,""
"2281","TNA01_171113","TNA01",2017-11-13,"Dissolved oxygen (DO)","mg/l",9.6,""
"2282","TNA01_171113","TNA01",2017-11-13,"Escherichia coli","MPN/100mL",4840,""
"2283","TNA01_171113","TNA01",2017-11-13,"pH","none",7.75,""
"2284","TNA01_171113","TNA01",2017-11-13,"Temperature, water","deg C",13.3,""
"2285","TNA01_171113_0.1","TNA01",2017-11-13,"Escherichia coli","MPN/100mL",4840,""
"2286","TNA01_180205","TNA01",2018-02-05,"Escherichia coli","MPN/100mL",75,""
"2287","TNA01_180205_0.1","TNA01",2018-02-05,"Conductivity","uS/cm",1216,""
"2288","TNA01_180205_0.1","TNA01",2018-02-05,"Dissolved oxygen (DO)","mg/l",12.33,""
"2289","TNA01_180205_0.1","TNA01",2018-02-05,"pH","none",7.93,""
"2290","TNA01_180205_0.1","TNA01",2018-02-05,"Temperature, water","deg C",6.54,""
"2291","TNA01_180514","TNA01",2018-05-14,"Escherichia coli","MPN/100mL",2420,">"
"2292","TNA01_180514_0.1","TNA01",2018-05-14,"Conductivity","uS/cm",415,""
"2293","TNA01_180514_0.1","TNA01",2018-05-14,"Dissolved oxygen (DO)","mg/l",6.2,""
"2294","TNA01_180514_0.1","TNA01",2018-05-14,"pH","none",7.75,""
"2295","TNA01_180514_0.1","TNA01",2018-05-14,"Temperature, water","deg C",19.1,""
"2296","TNA01_180813_0.1","TNA01",2018-08-13,"Conductivity","uS/cm",630,""
"2297","TNA01_180813_0.1","TNA01",2018-08-13,"Dissolved oxygen (DO)","mg/l",11.72,""
"2298","TNA01_180813_0.1","TNA01",2018-08-13,"pH","none",7.81,""
"2299","TNA01_180813_0.1","TNA01",2018-08-13,"Temperature, water","deg C",26.16,""
"2300","TNA01_181105","TNA01",2018-11-05,"Escherichia coli","MPN/100mL",2420,">"
"2301","TNA01_181105_0.1","TNA01",2018-11-05,"Conductivity","uS/cm",104,""
"2302","TNA01_181105_0.1","TNA01",2018-11-05,"Dissolved oxygen (DO)","mg/l",9.8,""
"2303","TNA01_181105_0.1","TNA01",2018-11-05,"pH","none",7.83,""
"2304","TNA01_181105_0.1","TNA01",2018-11-05,"Temperature, water","deg C",13.98,""
"2305","TNA01_190204","TNA01",2019-02-04,"Escherichia coli","MPN/100mL",102,""
"2306","TNA01_190401","TNA01",2019-04-01,"Escherichia coli","MPN/100mL",160,""
"2307","TNA01_190513","TNA01",2019-05-13,"Escherichia coli","MPN/100mL",2420,""
"2308","TNA01_190603","TNA01",2019-06-03,"Escherichia coli","MPN/100mL",2420,""
"2309","TNA01_190708","TNA01",2019-07-08,"Escherichia coli","MPN/100mL",2420,""
"2310","TNA01_190805","TNA01",2019-08-05,"Escherichia coli","MPN/100mL",461,""
"2311","TNA01_190916","TNA01",2019-09-16,"Escherichia coli","MPN/100mL",141,""
"2312","TNA01_191015","TNA01",2019-10-15,"Escherichia coli","MPN/100mL",866,""
"2313","TNA01_191104","TNA01",2019-11-04,"Escherichia coli","MPN/100mL",411,""
"2314","TNA01_191202","TNA01",2019-12-02,"Escherichia coli","MPN/100mL",1733,""
"2315","TNS01_150921","TNS01",2015-09-21,"Escherichia coli","MPN/100mL",365,""
"2316","TNS01_150921_0.244043","TNS01",2015-09-21,"Conductivity","uS/cm",763.630432,""
"2317","TNS01_150921_0.244043","TNS01",2015-09-21,"Dissolved oxygen (DO)","mg/l",8.338655,""
"2318","TNS01_150921_0.244043","TNS01",2015-09-21,"pH","none",7.444141,""
"2319","TNS01_150921_0.244043","TNS01",2015-09-21,"Temperature, water","deg C",18.105049,""
"2320","TNS01_150921_0.244043","TNS01",2015-09-21,"Turbidity","NTU",1.05,""
"2321","TNS01_151215","TNS01",2015-12-15,"Escherichia coli","MPN/100mL",150,""
"2322","TNS01_151215_0.124282","TNS01",2015-12-15,"Conductivity","uS/cm",772.127808,""
"2323","TNS01_151215_0.124282","TNS01",2015-12-15,"Dissolved oxygen (DO)","mg/l",10.146112,""
"2324","TNS01_151215_0.124282","TNS01",2015-12-15,"pH","none",7.898801,""
"2325","TNS01_151215_0.124282","TNS01",2015-12-15,"Temperature, water","deg C",13.545066,""
"2326","TNS01_160315","TNS01",2016-03-15,"Escherichia coli","MPN/100mL",72,""
"2327","TNS01_160315_0.132548","TNS01",2016-03-15,"Conductivity","uS/cm",1034.4104,""
"2328","TNS01_160315_0.132548","TNS01",2016-03-15,"Dissolved oxygen (DO)","mg/l",10.01677,""
"2329","TNS01_160315_0.132548","TNS01",2016-03-15,"pH","none",8.18431,""
"2330","TNS01_160315_0.132548","TNS01",2016-03-15,"Temperature, water","deg C",10.608361,""
"2331","TNS01_160614","TNS01",2016-06-14,"Escherichia coli","MPN/100mL",326,""
"2332","TNS01_160614_0.141373","TNS01",2016-06-14,"Conductivity","uS/cm",806.412354,""
"2333","TNS01_160614_0.141373","TNS01",2016-06-14,"Dissolved oxygen (DO)","mg/l",8.414306,""
"2334","TNS01_160614_0.141373","TNS01",2016-06-14,"pH","none",7.986369,""
"2335","TNS01_160614_0.141373","TNS01",2016-06-14,"Temperature, water","deg C",18.127821,""
"2336","TNS01_160920","TNS01",2016-09-20,"Escherichia coli","MPN/100mL",1733,""
"2337","TNS01_160920_0.2815","TNS01",2016-09-20,"Conductivity","uS/cm",637.36438,""
"2338","TNS01_160920_0.2815","TNS01",2016-09-20,"Dissolved oxygen (DO)","mg/l",6.294227,""
"2339","TNS01_160920_0.2815","TNS01",2016-09-20,"pH","none",7.557542,""
"2340","TNS01_160920_0.2815","TNS01",2016-09-20,"Temperature, water","deg C",21.293549,""
"2341","TNS01_161206","TNS01",2016-12-06,"Escherichia coli","MPN/100mL",54,""
"2342","TNS01_161206_0.519","TNS01",2016-12-06,"Conductivity","uS/cm",649,""
"2343","TNS01_161206_0.519","TNS01",2016-12-06,"Dissolved oxygen (DO)","mg/l",10.53,""
"2344","TNS01_161206_0.519","TNS01",2016-12-06,"pH","none",8.54,""
"2345","TNS01_161206_0.519","TNS01",2016-12-06,"Temperature, water","deg C",7.78,""
"2346","TNS01_161206_0.519","TNS01",2016-12-06,"Turbidity","NTU",0.6,""
"2347","TNS01_170314","TNS01",2017-03-14,"Conductivity","uS/cm",7945,""
"2348","TNS01_170314","TNS01",2017-03-14,"Dissolved oxygen (DO)","mg/l",12.5,""
"2349","TNS01_170314","TNS01",2017-03-14,"Escherichia coli","MPN/100mL",2420,">"
"2350","TNS01_170314","TNS01",2017-03-14,"pH","none",6.76,""
"2351","TNS01_170314","TNS01",2017-03-14,"Temperature, water","deg C",2.95,""
"2352","TNS01_170314","TNS01",2017-03-14,"Turbidity","NTU",7.8,""
"2353","TNS01_170606","TNS01",2017-06-06,"Conductivity","uS/cm",812,""
"2354","TNS01_170606","TNS01",2017-06-06,"Dissolved oxygen (DO)","mg/l",8.29,""
"2355","TNS01_170606","TNS01",2017-06-06,"Escherichia coli","MPN/100mL",210,""
"2356","TNS01_170606","TNS01",2017-06-06,"pH","none",7.35,""
"2357","TNS01_170606","TNS01",2017-06-06,"Temperature, water","deg C",18.17,""
"2358","TNS01_170606","TNS01",2017-06-06,"Turbidity","NTU",0.54,""
"2359","TNS01_170919","TNS01",2017-09-19,"Conductivity","uS/cm",810,""
"2360","TNS01_170919","TNS01",2017-09-19,"Dissolved oxygen (DO)","mg/l",8.21,""
"2361","TNS01_170919","TNS01",2017-09-19,"Escherichia coli","MPN/100mL",2420,">"
"2362","TNS01_170919","TNS01",2017-09-19,"pH","none",7.8,""
"2363","TNS01_170919","TNS01",2017-09-19,"Temperature, water","deg C",19.74,""
"2364","TNS01_170919_0.1","TNS01",2017-09-19,"Escherichia coli","MPN/100mL",2420,">"
"2365","TNS01_171205","TNS01",2017-12-05,"Conductivity","uS/cm",806,""
"2366","TNS01_171205","TNS01",2017-12-05,"Dissolved oxygen (DO)","mg/l",8.89,""
"2367","TNS01_171205","TNS01",2017-12-05,"Escherichia coli","MPN/100mL",38,""
"2368","TNS01_171205","TNS01",2017-12-05,"pH","none",9.14,""
"2369","TNS01_171205","TNS01",2017-12-05,"Temperature, water","deg C",9.14,""
"2370","TNS01_171205_0.1","TNS01",2017-12-05,"Escherichia coli","MPN/100mL",38,""
"2371","TNS01_180306","TNS01",2018-03-06,"Escherichia coli","MPN/100mL",13,""
"2372","TNS01_180306_0.1","TNS01",2018-03-06,"Conductivity","uS/cm",815,""
"2373","TNS01_180306_0.1","TNS01",2018-03-06,"Dissolved oxygen (DO)","mg/l",12.75,""
"2374","TNS01_180306_0.1","TNS01",2018-03-06,"pH","none",7.37,""
"2375","TNS01_180306_0.1","TNS01",2018-03-06,"Temperature, water","deg C",5.8,""
"2376","TNS01_180605","TNS01",2018-06-05,"Escherichia coli","MPN/100mL",2420,">"
"2377","TNS01_180605_0.1","TNS01",2018-06-05,"Conductivity","uS/cm",799,""
"2378","TNS01_180605_0.1","TNS01",2018-06-05,"Dissolved oxygen (DO)","mg/l",8.96,""
"2379","TNS01_180605_0.1","TNS01",2018-06-05,"pH","none",8.28,""
"2380","TNS01_180605_0.1","TNS01",2018-06-05,"Temperature, water","deg C",17.35,""
"2381","TNS01_180918","TNS01",2018-09-18,"Escherichia coli","MPN/100mL",2420,">"
"2382","TNS01_180918_0.1","TNS01",2018-09-18,"Conductivity","uS/cm",268,""
"2383","TNS01_180918_0.1","TNS01",2018-09-18,"Dissolved oxygen (DO)","mg/l",8.44,""
"2384","TNS01_180918_0.1","TNS01",2018-09-18,"pH","none",7.78,""
"2385","TNS01_180918_0.1","TNS01",2018-09-18,"Temperature, water","deg C",22.75,""
"2386","TNS01_181204_0.1","TNS01",2018-12-04,"Conductivity","uS/cm",908,""
"2387","TNS01_181204_0.1","TNS01",2018-12-04,"Dissolved oxygen (DO)","mg/l",11.4,""
"2388","TNS01_181204_0.1","TNS01",2018-12-04,"pH","none",8.48,""
"2389","TNS01_181204_0.1","TNS01",2018-12-04,"Temperature, water","deg C",9,""
"2390","TNS01_190305","TNS01",2019-03-05,"Escherichia coli","MPN/100mL",135,""
"2391","TNS01_190402","TNS01",2019-04-02,"Escherichia coli","MPN/100mL",416,""
"2392","TNS01_190514","TNS01",2019-05-14,"Escherichia coli","MPN/100mL",345,""
"2393","TNS01_190604","TNS01",2019-06-04,"Escherichia coli","MPN/100mL",387,""
"2394","TNS01_190709","TNS01",2019-07-09,"Escherichia coli","MPN/100mL",649,""
"2395","TNS01_190806","TNS01",2019-08-06,"Escherichia coli","MPN/100mL",866,""
"2396","TNS01_190917","TNS01",2019-09-17,"Escherichia coli","MPN/100mL",1046,""
"2397","TNS01_191021","TNS01",2019-10-21,"Escherichia coli","MPN/100mL",488,""
"2398","TNS01_191105","TNS01",2019-11-05,"Escherichia coli","MPN/100mL",613,""
"2399","TNS01_191203","TNS01",2019-12-03,"Escherichia coli","MPN/100mL",291,""
"2400","TOR01_150922","TOR01",2015-09-22,"Escherichia coli","MPN/100mL",2420,">"
"2401","TOR01_150922_0.371888","TOR01",2015-09-22,"Conductivity","uS/cm",540.648376,""
"2402","TOR01_150922_0.371888","TOR01",2015-09-22,"Dissolved oxygen (DO)","mg/l",8.357134,""
"2403","TOR01_150922_0.371888","TOR01",2015-09-22,"pH","none",7.594329,""
"2404","TOR01_150922_0.371888","TOR01",2015-09-22,"Temperature, water","deg C",19.088697,""
"2405","TOR01_150922_0.371888","TOR01",2015-09-22,"Turbidity","NTU",1.640027,""
"2406","TOR01_151214","TOR01",2015-12-14,"Escherichia coli","MPN/100mL",236,""
"2407","TOR01_151214_0.24965","TOR01",2015-12-14,"Conductivity","uS/cm",589.863037,""
"2408","TOR01_151214_0.24965","TOR01",2015-12-14,"Dissolved oxygen (DO)","mg/l",10.806746,""
"2409","TOR01_151214_0.24965","TOR01",2015-12-14,"pH","none",7.848519,""
"2410","TOR01_151214_0.24965","TOR01",2015-12-14,"Temperature, water","deg C",12.40253,""
"2411","TOR01_151214_0.24965","TOR01",2015-12-14,"Turbidity","NTU",0.661703,""
"2412","TOR01_160314_0.340393","TOR01",2016-03-14,"Conductivity","uS/cm",787.13855,""
"2413","TOR01_160314_0.340393","TOR01",2016-03-14,"Dissolved oxygen (DO)","mg/l",10.641702,""
"2414","TOR01_160314_0.340393","TOR01",2016-03-14,"pH","none",7.159023,""
"2415","TOR01_160314_0.340393","TOR01",2016-03-14,"Temperature, water","deg C",11.011233,""
"2416","TOR01_160314_0.340393","TOR01",2016-03-14,"Turbidity","NTU",15.710366,""
"2417","TOR01_160613","TOR01",2016-06-13,"Escherichia coli","MPN/100mL",345,""
"2418","TOR01_160613_0.180082","TOR01",2016-06-13,"Conductivity","uS/cm",593.4198,""
"2419","TOR01_160613_0.180082","TOR01",2016-06-13,"Dissolved oxygen (DO)","mg/l",9.837278,""
"2420","TOR01_160613_0.180082","TOR01",2016-06-13,"pH","none",8.015065,""
"2421","TOR01_160613_0.180082","TOR01",2016-06-13,"Temperature, water","deg C",20.184834,""
"2422","TOR01_160919","TOR01",2016-09-19,"Escherichia coli","MPN/100mL",2420,">"
"2423","TOR01_160919_0.401358","TOR01",2016-09-19,"Conductivity","uS/cm",214.436035,""
"2424","TOR01_160919_0.401358","TOR01",2016-09-19,"Dissolved oxygen (DO)","mg/l",7.117735,""
"2425","TOR01_160919_0.401358","TOR01",2016-09-19,"pH","none",7.976336,""
"2426","TOR01_160919_0.401358","TOR01",2016-09-19,"Temperature, water","deg C",24.225904,""
"2427","TOR01_160919_0.401358","TOR01",2016-09-19,"Turbidity","NTU",103,""
"2428","TOR01_161205","TOR01",2016-12-05,"Escherichia coli","MPN/100mL",2420,">"
"2429","TOR01_161205_0.553","TOR01",2016-12-05,"Conductivity","uS/cm",396,""
"2430","TOR01_161205_0.553","TOR01",2016-12-05,"Dissolved oxygen (DO)","mg/l",9.88,""
"2431","TOR01_161205_0.553","TOR01",2016-12-05,"pH","none",7.7,""
"2432","TOR01_161205_0.553","TOR01",2016-12-05,"Temperature, water","deg C",7.94,""
"2433","TOR01_161205_0.553","TOR01",2016-12-05,"Turbidity","NTU",7,""
"2434","TOR01_170313","TOR01",2017-03-13,"Conductivity","uS/cm",602,""
"2435","TOR01_170313","TOR01",2017-03-13,"Dissolved oxygen (DO)","mg/l",14.6,""
"2436","TOR01_170313","TOR01",2017-03-13,"Escherichia coli","MPN/100mL",77,""
"2437","TOR01_170313","TOR01",2017-03-13,"pH","none",7.28,""
"2438","TOR01_170313","TOR01",2017-03-13,"Temperature, water","deg C",2.5,""
"2439","TOR01_170313","TOR01",2017-03-13,"Turbidity","NTU",1,""
"2440","TOR01_170605","TOR01",2017-06-05,"Conductivity","uS/cm",535,""
"2441","TOR01_170605","TOR01",2017-06-05,"Dissolved oxygen (DO)","mg/l",8.4,""
